,order_id,customer_id,category,amount,month
926,927,131,Home,6213,February
927,928,146,Clothing,4513,February
928,929,156,Clothing,6947,February
929,930,9,Clothing,5497,February
930,931,117,Electronics,4105,February
931,932,142,Clothing,3676,February
932,933,5,Clothing,3631,February
933,934,66,Electronics,5577,February
934,935,59,Clothing,3997,February
935,936,78,Clothing,2293,February
936,937,20,Electronics,6815,February
937,938,16,Electronics,2449,February
938,939,199,Clothing,7825,February
939,940,111,Sports,360,February
940,941,21,Home,8255,February
941,942,31,Sports,1193,February
942,943,64,Home,4436,February
943,944,16,Sports,4103,February
944,945,15,Electronics,4477,February
945,946,155,Sports,7504,February
946,947,198,Electronics,6418,February
947,948,153,Clothing,9031,February
948,949,159,Home,1633,February
949,950,67,Sports,6451,February
950,951,162,Clothing,7809,February
951,952,92,Sports,1490,February
952,953,92,Clothing,4466,February
953,954,16,Home,6436,February
954,955,2,Home,8576,February
955,956,147,Sports,899,February
956,957,146,Sports,8825,February
957,958,103,Home,2312,February
958,959,21,Sports,7441,February
959,960,127,Clothing,3933,February
960,961,98,Electronics,8590,February
961,962,69,Home,2303,February
962,963,150,Electronics,1420,February
963,964,120,Clothing,7101,February
964,965,135,Clothing,2355,February
965,966,91,Clothing,9203,February
966,967,14,Electronics,3438,February
967,968,101,Clothing,4983,February
968,969,78,Sports,5041,February
969,970,34,Home,2171,February
970,971,43,Clothing,7169,February
971,972,87,Clothing,226,February
972,973,134,Clothing,325,February
973,974,164,Clothing,6438,February
974,975,9,Home,2897,February
975,976,4,Home,5189,February
976,977,146,Electronics,8273,February
977,978,33,Sports,7508,February
978,979,20,Home,7446,February
979,980,173,Sports,2530,February
980,981,159,Clothing,9324,February
981,982,44,Sports,934,February
982,983,81,Home,7498,February
983,984,74,Electronics,7035,February
984,985,196,Home,7858,February
985,986,56,Electronics,9141,February
986,987,177,Home,8679,February
987,988,23,Sports,2170,February
988,989,96,Electronics,3841,February
989,990,6,Electronics,8394,February
990,991,65,Home,4380,February
991,992,155,Clothing,5259,February
992,993,8,Clothing,3969,February
993,994,126,Electronics,6264,February
994,995,64,Sports,3219,February
995,996,64,Home,6319,February
996,997,84,Clothing,3020,February
997,998,117,Sports,2539,February
998,999,9,Electronics,8525,February
999,1000,155,Clothing,2909,February
